,OBJECTID,River,RiverSeg,Year,BLGL,BLSK,CARP,CHIN,CHUM,CMCB,CNCF,COHO,CTTT,GDFH,GRSG,LFSM,LMBS,LSSK,MTWF,NPMW,PCLP,PKSC,PMCB,PNSD,SMBS,STEE,STFL,TSSB,WLYE,WTCP,WTSG,YLBH,YWPH,Margalef,SWI_2,SWI_e,SWI_10,lam,1-lam,lam',1-lam',N1,N2,N_Inf,N10,N10',N21,N21',Pielou
10,11,Columbia,Columbia River Estuary,2006,0,0,0,0,0,0,0,0.039735099,0,0,0,0,0,0.112582782,0,6.476821192,0,0.357615894,9.761589404,0,0,0,1,0,0,0,2.092715232,0,0.238410596,2.333568315912577,1.8270570613950119,1.2664194508280913,0.54999897926958652,0.35422011298048994,0.64577988701951006,0.3203732671150657,0.67962673288493436,3.548125553100352,2.8231033850273741,2.0569877883587329,0.443515694137544,0.36401793615719313,0.79566050940912914,0.71546842847251779,0.609019020465004
11,12,Columbia,Columbia River Estuary,2008,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,3.285714286,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,,
12,13,Columbia,Columbia River Estuary,2009,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,7.883116883,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,,
13,14,Columbia,Columbia River Estuary,2010,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1.72972973,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,,
14,15,Columbia,Columbia River Estuary,2011,0,0,0,0,0,0,0,0.011363636,0,0,0,0,0,0.352272727,0,0.954545455,0,0.363636364,37.38636364,0,0,0,1,0,0,0,0.772727273,0,0.238636364,1.8839942287065667,0.65378012039381983,0.45316584715711777,0.1968074268073487,0.82994829058768249,0.17005170941231751,0.82570543534906016,0.17429456465093984,1.5732850897380168,1.2048943426245322,1.0987841945411518,0.1966606362172521,0.08189786996257384,0.76584615876908302,0.35740392745634814,0.21792670679793993
15,16,Columbia,Columbia River Estuary,2012,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.822222222,0,3.144444444,0,0.433333333,33.16666667,0,0,0,1,0,0,0,1.055555556,0,0.3,1.6273688211414046,1.0220095509324711,0.70840303873417831,0.30765553068574913,0.69832766177578598,0.30167233822421402,0.69057701648939096,0.30942298351060904,2.030745645640569,1.4319925369375857,1.2036850920900821,0.2901065208057956,0.17179094094009484,0.70515602976259717,0.41910682695061863,0.36404714733518856
16,17,Columbia,Columbia River Estuary,2013,0,0,0,0,0,0,0,0.016949153,0,0,0,1,0,0.440677966,0,0.762711864,0,0.203389831,41.74576271,0,0,0,2,0,0,0,0.389830509,0,1.152542373,2.069761253021591,0.85919116547324603,0.59554593390979393,0.25864231281694217,0.76875315878308448,0.23124684121691552,0.76380266399642782,0.23619733600357218,1.8140210102630367,1.3008076631294407,1.1429151441655383,0.2015578900292263,0.1017526262828796,0.71708522435515831,0.36953304563016126,0.2710446351514042
17,18,Columbia,John Day Reservoir,1997,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0.473684211,0,0.868421053,0,0.0,0.0,0,0,0,0,0,0,0,2.789473684,0,0.0,1.6543032369923605,1.7288826463074489,1.1983701318070252,0.52044553552146366,0.33938735279854659,0.66061264720145341,0.21065258053923577,0.78934741946076425,3.314709977268391,2.9464857536797475,2.1981132079394801,0.8286774943170977,0.7715699924227969,0.88891208397903576,0.84091993070199322,0.86444132315372435
18,19,Columbia,John Day Reservoir,1998,0,0,0,0,0,0,3,0.0,0,0,0,0,0,2.653846154,0,2.442307692,0,0.0,0.096153846,0,0,0,0,0,0,0,2.788461539,0,0.538461539,2.0458115473429714,2.2274731732155999,1.543966749787308,0.67053623967472653,0.22670784082789108,0.77329215917210892,0.15319560632330395,0.84680439367669602,4.683130280932957,4.4109634512339877,3.8397435899999999,0.7805217134888262,0.7366260561865914,0.94188356646683991,0.92610447935878393,0.86170425009808727
19,20,Columbia,John Day Reservoir,1999,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0.923076923,0,1.461538462,0,0.076923077,0.435897436,0,0,0,0,0,0,0,2.128205128,1,2.307692308,2.997377402830266,2.6927975726382343,1.8665050452928564,0.8106128416152667,0.16893768202058837,0.83106231797941166,0.07989529081486875,0.92010470918513121,6.4656596774452,5.9193424938678296,4.4777777774696297,0.80820745968065,0.7808085253493143,0.91550480371196419,0.90004551768346941,0.89759919087941142
20,21,Columbia,John Day Reservoir,2000,0,0,0,0,0,0,5,0.025,0,0,0,0,0,0.5,0,0.475,0,0.175,0.075,0,0,0,0,0,0,0,1.575,0,1.5,3.1352189023560157,1.9711581862560614,1.3663027392410445,0.59337774026168311,0.34779952418259319,0.65220047581740681,0.26945712468500677,0.73054287531499318,3.920827542257587,2.875219574696728,1.865,0.49010344278219836,0.41726107746536956,0.73331957187823549,0.64201653386468682,0.65705272875202048
21,22,Columbia,John Day Reservoir,2001,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0.282051282,0,0.846153846,0,0.128205128,0.307692308,0,0,0,0,0,0,0,1.0,0,9.487179487,2.212827398226263,1.6576554608181853,1.148999209005922,0.49900401618247303,0.44545214456419635,0.55454785543580365,0.40598614755246182,0.59401385244753824,3.1550337997362603,2.244910058696294,1.5864864864867714,0.4507191142480372,0.3591722999560434,0.71153280794771623,0.5776754215403257,0.59046878889229804
22,23,Columbia,John Day Reservoir,2002,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.055555556,0,0.361111111,0,0.222222222,0.277777778,0,0,0,0,0,0,0,0.361111111,0,2.666666667,3.7540717320180237,2.0054839157962707,1.3900955218925033,0.60371081447633523,0.34774649664550072,0.65225350335449928,0.18238645356483324,0.81761354643516682,4.015233577386577,2.8756580142327608,1.8541666666432293,0.573604796769511,0.5025389295644295,0.71618698110819756,0.62206060197116408,0.71436778443617099
23,24,Columbia,John Day Reservoir,2003,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0,0.815789474,0,0.078947368,1.263157895,0,0,0,0,0,0,0,0.315789474,0,12.31578947,1.81202521851343,1.1951775949716661,0.82843398022302661,0.35978430623200808,0.62190555544973058,0.37809444455026942,0.59634045065252561,0.40365954934747439,2.289730168382684,1.6079611948101198,1.2820512821741179,0.3816216947304473,0.2579460336765368,0.70224920692112769,0.4713863486441513,0.46235780775861696
24,25,Columbia,John Day Reservoir,2004,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.236842105,0,0.368421053,0,0.184210526,0.342105263,0,0,0,0,0,0,0,0.710526316,0,7.894736842,2.5277195895154625,1.45174320968448,1.0062717126898428,0.43701825211653322,0.55668492888830345,0.44331507111169655,0.5111552729350608,0.4888447270649392,2.735383684001838,1.7963482539342213,1.3599999999848,0.39076909771454826,0.2892306140003063,0.65670796548226185,0.45888886779079446,0.51712136512488027
25,26,Columbia,John Day Reservoir,2005,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.125,0,2.075,0,0.075,0.1,0,0,0,0,0,0,0,0.45,0,10.075,2.2797315405191974,1.3325257955713099,0.92363649822365146,0.40113023446297436,0.55403447026551411,0.44596552973448589,0.51946349896826727,0.48053650103173273,2.5184320316897475,1.8049418468868237,1.3796526054590572,0.3597760045271068,0.2530720052816246,0.71669269774804845,0.53011384776377846,0.47465526538933567
26,27,Columbia,John Day Reservoir,2006,0,0,0,0,0,0,2,0.027777778,0,0,0,0,0,0.111111111,0,0.583333333,0,0.027777778,0.0,0,0,0,0,0,0,0,0.555555556,0,8.722222222,2.4123330143584645,1.2861152634236586,0.8914671687172202,0.3871592721718039,0.55810740892129895,0.44189259107870105,0.51803654423990697,0.48196345576009303,2.4387050195294826,1.7917697991732164,1.3789808917803561,0.34838643136135466,0.23978416992158044,0.73472182360083704,0.55033505021909124,0.45812350028083437
27,28,Columbia,John Day Reservoir,2007,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0.292682927,0,0.658536585,0,0.024390244,0.048780488,0,0,0,0,0,0,0,0.317073171,0,8.365853659,2.43881219646308,1.3410682873082753,0.9295577022860857,0.40370178071351281,0.54435763886697108,0.45564236113302892,0.5018033409056788,0.4981966590943212,2.5333884178757065,1.837027587380615,1.3994169096425981,0.3619126311251009,0.2555647363126177,0.72512670162161597,0.54586794684428275,0.47769816234185369
28,29,Columbia,John Day Reservoir,2008,0,0,0,0,0,0,6,0.0,0,0,0,0,0,0.138888889,0,1.666666667,0,0.083333333,0.0,0,0,0,0,0,0,0,0.222222222,0,4.861111111,1.9509832477845104,1.6428770077691495,1.1387555659419453,0.49455525852520138,0.37131171220306597,0.62868828779693398,0.31879946542554921,0.68120053457445073,3.1228797282188445,2.6931550154095647,2.1620370370000002,0.5204799547031408,0.4245759456437689,0.86239472851733034,0.79757463077296853,0.63555158239657927
29,30,Columbia,John Day Reservoir,2009,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0.078947368,0,0.973684211,0,0.052631579,0.289473684,0,0,0,0,0,1,0,0.263157895,0,9.763157895,2.5012826142481113,1.6916985600405725,1.1725960872494419,0.50925201019377664,0.42065253123019508,0.57934746876980492,0.38308392404137009,0.61691607595862985,3.230368079518987,2.3772589625825091,1.6819407008064164,0.40379600993987336,0.31862401135985524,0.73590962517698333,0.61750299209784965,0.56389952001352406
30,31,Columbia,John Day Reservoir,2010,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0.324324324,0,1.810810811,0,0.189189189,0.162162162,0,0,0,0,0,0,0,0.594594595,0,17.24324324,1.9319460037429157,1.2314930350634112,0.85360592513341338,0.37071634300536171,0.61224782928378885,0.38775217071621115,0.59406426740959817,0.40593573259040183,2.348098672470689,1.6333255132481335,1.2946708464457062,0.33544266749581275,0.22468311207844818,0.69559492213737961,0.46979166004772061,0.43866666996305864
31,32,Columbia,John Day Reservoir,2011,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.057142857,0,0.485714286,0,0.057142857,0.0,0,0,0,0,0,0,0,2.371428571,0,8.057142857,2.010224183412316,1.4077155486879289,0.97575406360343431,0.42376460551764605,0.49613238473798316,0.50386761526201684,0.45044490666781645,0.54955509333218355,2.653167113615156,2.0155910615029069,1.4929078013739876,0.4421945189358593,0.33063342272303115,0.75969246383296996,0.61433054960911138,0.54457871179763828
32,33,Columbia,John Day Reservoir,2012,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.17948718,0,0.794871795,0,0.076923077,0.025641026,0,0,0,0,0,0,0,1.666666667,0,2.666666667,3.229453873204997,2.0761171546689559,1.4390547522709225,0.62497353806791278,0.28131199992744627,0.71868800007255373,0.14847393360613531,0.85152606639386463,4.2167080988480885,3.5547719267500568,2.4038461541995191,0.6023868712640127,0.5361180164746814,0.84302063207105604,0.79421938461401809,0.73952785177133928
33,34,Columbia,John Day Reservoir,2013,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.102564103,0,1.153846154,0,0.076923077,0.025641026,0,0,0,0,0,2,0,0.41025641,0,6.0,2.945268828541143,1.900089135157361,1.3170414268469095,0.57198382411759818,0.36659863940568999,0.63340136059431007,0.30176227966492097,0.69823772033507903,3.7323625585021643,2.7277788090570829,1.7948717949999999,0.46654531981277053,0.390337508357452,0.73084507903534668,0.63233878084035178,0.63336304505245367
34,35,Columbia,The Dalles Reservoir,1997,0,1,0,0,0,0,0,0.0,0,0,0,0,0,3.857142857,0,7.742857143,0,0.0,1.8,0,0,0,0,0,0,0,6.257142857,0,0.057142857,1.6497166021038618,2.044727663977179,1.4172972152987044,0.61552435982107234,0.27552913199171497,0.72447086800828497,0.23878060970090706,0.76121939029909291,4.125953791739184,3.6293802864739164,2.6752767526812677,0.687658965289864,0.6251907583478369,0.8796463726134095,0.84114496299416197,0.79100863683969791
35,36,Columbia,The Dalles Reservoir,1998,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3.803571429,0,6.375,0,0.035714286,0.660714286,0,0,0,0,0,0,0,14.85714286,1,0.946428571,1.80687052436249,1.8438060594299894,1.27802897159324,0.55504093007543176,0.36310509887993675,0.63689490112006331,0.33923219763620177,0.66076780236379817,3.5895576283015513,2.7540235680652256,1.8629807691032727,0.5127939469002216,0.43159293805025856,0.76723202501371457,0.67734486728362986,0.6567769700022833
36,37,Columbia,The Dalles Reservoir,1999,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.75,0,1.15625,0,0.15625,1.53125,0,0,0,0,0,0,0,21.4375,1,0.46875,2.135237862356837,1.1646512666268456,0.8072747417979671,0.35059496574272947,0.66067749628538242,0.33932250371461758,0.64738701878370841,0.35261298121629159,2.2417901970629455,1.5135977926029522,1.2376093294460642,0.2802237746328682,0.17739859958042078,0.6751737047409585,0.41359465859667949,0.38821708887561523
37,38,Columbia,The Dalles Reservoir,2000,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.228571429,0,2.2,0,0.028571429,1.314285714,0,0,0,0,0,0,0,4.114285714,0,0.257142857,2.3841981615756564,1.7631516574624164,1.2221236002696685,0.53076153580085239,0.35613419507990174,0.64386580492009826,0.26599298239289082,0.73400701760710918,3.3943884093783,2.8079303077752518,1.9791666668388308,0.56573140156305,0.47887768187566,0.827227167055269,0.75506977092521044,0.68208016826957074
38,39,Columbia,The Dalles Reservoir,2001,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.416666667,0,1.861111111,0,0.027777778,1.805555556,0,0,0,0,0,1,0,6.861111111,0,0.277777778,2.3947068003657623,1.8933229870325063,1.3123514903509157,0.56994701057691122,0.36684817534080888,0.63315182465919118,0.31056801315388338,0.68943198684611662,3.7148989986261425,2.7259233307375212,1.7854251013892375,0.5306998569465918,0.45248316643769043,0.73378127689222028,0.63572285068833645,0.67441525549780745
39,40,Columbia,The Dalles Reservoir,2002,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.176470588,0,5.470588235,0,0.088235294,8.558823529,0,0,0,0,0,0,0,1.941176471,0,3.441176471,1.6781769830386766,1.9013936259755504,1.317945630979604,0.5723765149829414,0.3069235255002587,0.6930764744997413,0.26981391899114365,0.73018608100885629,3.73573890237428,3.2581406015393797,2.2989690722480605,0.6226231503957134,0.547147780474856,0.87215426095989768,0.82542255753266336,0.73555946186650578
40,41,Columbia,The Dalles Reservoir,2003,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.194444444,0,3.472222222,0,0.055555556,12.86111111,0,0,0,0,0,1,0,1.638888889,0,2.111111111,1.9606108095173533,1.7721834481074175,1.2283839604906586,0.53348037569955498,0.40791829425513199,0.59208170574486796,0.37879952183954058,0.62120047816045942,3.415705159196608,2.4514713217901209,1.6587473002556155,0.4879578798852297,0.402617526532768,0.71770577597708118,0.60084787924733218,0.63126448108973876
41,42,Columbia,The Dalles Reservoir,2004,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.2,0,2.228571429,0,0.085714286,11.6,0,0,0,0,0,0,0,1.828571429,0,3.457142857,1.686185349041396,1.6694524785158036,1.1571762785620416,0.5025552723688349,0.41149268716567888,0.58850731283432112,0.37950859407859533,0.62049140592140462,3.1809384984885485,2.4301768444243845,1.6724137931896552,0.5301564164147581,0.4361876996977097,0.76398108469532022,0.65576211590356037,0.64583237785850167
42,43,Columbia,The Dalles Reservoir,2005,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0.548387097,0,2.290322581,0,0.0,6.612903226,0,0,0,0,0,1,0,0.967741936,0,4.290322581,2.1735837087276297,2.1523387778220813,1.491887555457214,0.64791853295519974,0.27869221153884766,0.72130778846115229,0.22997643498301057,0.77002356501698943,4.445478692227914,3.5881878236866598,2.3902439026861391,0.6350683846039876,0.5742464487046522,0.8071544308512677,0.75118381359458852,0.76667854175152184
43,44,Columbia,The Dalles Reservoir,2006,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0.147058824,0,2.0,0,0.029411765,1.676470588,0,0,0,0,0,0,0,3.823529412,0,3.970588235,2.438933692968955,2.0328312393097234,1.4090512420817141,0.6119431791550114,0.2716345546713439,0.7283654453286561,0.2036004196684916,0.79639958033150837,4.0920711768356535,3.6814167520399605,2.9481481483813443,0.5845815966908077,0.5153451961392755,0.89964631428692632,0.86719114751558013,0.72410909761983122
44,45,Columbia,The Dalles Reservoir,2007,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.21875,0,1.625,0,0.0625,1.6875,0,0,0,0,0,0,0,2.34375,0,2.125,2.395526671543394,2.1587189224512331,1.4963099347184754,0.64983914786524877,0.23919836548284357,0.76080163451715643,0.1314742402414763,0.86852575975852364,4.465181820243279,4.1806305740484868,3.4399999999999999,0.7441969700405465,0.6930363640486558,0.93627331256596202,0.91788273719651026,0.83510647518058423
45,46,Columbia,The Dalles Reservoir,2008,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0.088235294,0,1.676470588,0,0.029411765,0.617647059,0,0,0,0,0,0,0,3.029411765,0,3.529411765,2.7307176797424226,1.8946273529745068,1.3132556079260316,0.57033966385077584,0.30661284118753468,0.69338715881246538,0.2199394463468107,0.78006055365318927,3.7182592228905924,3.2614420065608618,2.5500000000708338,0.5311798889843703,0.4530432038150987,0.8771421816108349,0.83194494017242704,0.67487988002096688
46,47,Columbia,The Dalles Reservoir,2009,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0.277777778,0,2.166666667,0,0.027777778,2.527777778,0,0,0,0,0,0,0,2.5,0,2.972222222,2.5516981951213222,2.1567035026275931,1.4949129521500748,0.64923244604447738,0.23806724332555609,0.76193275667444393,0.15786379526300451,0.84213620473699546,4.4589483940832455,4.2004938858073118,3.532710280974408,0.6369926277261779,0.5764913990138743,0.94203689178845684,0.92527945524771726,0.76823328809699387
47,48,Columbia,The Dalles Reservoir,2010,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.181818182,0,3.151515152,0,0.03030303,2.545454546,0,0,0,0,0,0,0,3.757575758,0,4.545454546,2.2552394080594658,2.1014816027555492,1.4566360479486036,0.632608997765439,0.2504398879629014,0.7495601120370986,0.19409482260171265,0.80590517739828738,4.291498823152699,3.9929741549322757,3.1466666667223997,0.6130712604503855,0.5485831371921165,0.93043813350014726,0.9093043369420114,0.74856285047681215
48,49,Columbia,The Dalles Reservoir,2011,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0.029411765,0,2.382352941,0,0.0,2.352941177,0,0,0,0,0,0,0,11.82352941,0,2.529411765,1.6936813829121624,1.5897339384751124,1.1019195972944817,0.47855760060604674,0.42935953422830642,0.57064046577169358,0.39791419251549659,0.60208580748450347,3.009938351417758,2.3290504117890691,1.6194029852715526,0.5016563919029596,0.4019876702835516,0.77378674905153022,0.66123939117415798,0.6149930368551213
49,50,Columbia,The Dalles Reservoir,2012,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.111111111,0,1.222222222,0,0.0,1.083333333,0,0,0,0,0,0,0,6.416666667,0,0.722222222,1.7721677100577764,1.4776858620424027,1.0242537890279837,0.44482776864335072,0.48598904821984179,0.51401095178015821,0.42590984605981813,0.57409015394018192,2.7850164751304614,2.0576595371088291,1.4891774890135494,0.5570032950260922,0.44625411878261534,0.73883208788286969,0.59252088249299095,0.63640466097813675
50,51,Columbia,The Dalles Reservoir,2013,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.305555556,0,1.333333333,0,0.0,1.138888889,0,0,0,0,0,2,0,1.722222222,0,1.388888889,2.4207737638668823,2.4406655672955155,1.691740456660626,0.73471354514019716,0.19383554848362927,0.80616445151637073,0.076811676491204892,0.92318832350879509,5.42892128950245,5.1590124093489322,3.9444444445000006,0.9048202149170751,0.8857842579004901,0.95028314728463215,0.93905764801165836,0.94417832622895514
